LCLAS_NM,MLSFC_NM,RPRSNT_RAWMTRL_NM,RAWMTRL_NCKNM,ENG_NM,SCNM,REGN_CD_NM,RAWMTRL_STATS_CD_NM,USE_CND_NM
식품원료(A코드),축산물,소선지,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소설깃머리살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소설깃살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소설도,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소스지,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,꽃자루,,
식품원료(A코드),축산물,소염통,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,열매의 오일,,
식품원료(A코드),축산물,소아래등심살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린열매,,
식품원료(A코드),축산물,소아롱사태,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,씨 속껍질,,
식품원료(A코드),축산물,소안심,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,씨앗껍질,,
식품원료(A코드),축산물,소안심살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,헛씨껍질,,
식품원료(A코드),축산물,소안창살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소앞다리,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소앞다리살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소앞사태,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소앞치마살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소양지,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,양지추출물,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",,,,
식품원료(A코드),축산물,소양지추출액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소양지머리,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소업진살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소업진안살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소우둔,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소우둔살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소울대,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소위,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소윗등심살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소갈비뼈,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소잡뼈,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소정육,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소정육분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소정육분쇄,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소정육추출액,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소제비추리,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소지방,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,로스팅우지,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,경화소기름,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,정제소기름,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소지육,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,과육,,
식품원료(A코드),축산물,소차돌박이,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,씨앗,,
식품원료(A코드),축산물,소참갈비,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,견과,,
식품원료(A코드),축산물,소채끝,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,종자유,,
식품원료(A코드),축산물,소채끝살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,꼬투리,,
식품원료(A코드),축산물,소치마살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,어린꼬투리,,
식품원료(A코드),축산물,소치마양지,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,잎,,
식품원료(A코드),축산물,소토시살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소피,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소허파,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소혀고기,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소홍두깨살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소살,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소지라,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소고기기름,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소잡육,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소전각,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소고기식용부산물,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소골수추출물,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소연골,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소연골분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소연골추출물,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소연골추출분말,"우 (牛, Bovis Caro), 우육(牛肉), 우간 (牛肝, Bovis Jecur), 우유 (牛乳, Bovis Lac), 쇠고기","Bovis Caro, Bovis Jecur, Bovis Lac",Bos taurus,,,
식품원료(A코드),축산물,소쓸개,,,,연한잎,,
식품원료(A코드),축산물,양,양고기,"Mutton, Sheep",Ovis ares L.,-,,
식품원료(A코드),축산물,양간,양고기,"Mutton liver, Sheep liver",Ovis ares L.,지상부,,
식품원료(A코드),축산물,양갈비,양고기,"Mutton, Sheep",Ovis ares L.,포자,,
식품원료(A코드),축산물,양고기,양고기,"Mutton, Sheep",Ovis ares L.,어린싹,,
식품원료(A코드),축산물,양곱창,양고기,"Mutton, Sheep",Ovis ares L.,죽순,,
식품원료(A코드),축산물,양내장,양고기,"Mutton offals, Sheep offals",Ovis ares L.,,,
식품원료(A코드),축산물,양다리살,양고기,"Mutton, Sheep",Ovis ares L.,,,
식품원료(A코드),축산물,양대창,양고기,"Mutton, Sheep",Ovis ares L.,,,
식품원료(A코드),축산물,양족,양고기,"Mutton, Sheep",Ovis ares L.,,,
식품원료(A코드),축산물,양뼈,양고기,"Mutton, Sheep",Ovis ares L.,,,
식품원료(A코드),축산물,양정육,양고기,"Mutton, Sheep",Ovis ares L.,,,
식품원료(A코드),축산물,양지방,양고기,"Mutton, Sheep",Ovis ares L.,,,
식품원료(A코드),축산물,양지육,양고기,"Mutton, Sheep",Ovis ares L.,과육,,
식품원료(A코드),축산물,양고기살,양고기,"Mutton, Sheep",Ovis ares L.,,,
식품원료(A코드),축산물,양고기식용부산물,양고기,"Mutton, Sheep",Ovis ares L.,,,
식품원료(A코드),축산물,양연골분말,양고기,"Mutton cartilage, Sheep cartilage",Ovis ares L.,,,
식품원료(A코드),축산물,염소고기,,Goat meat,Capra hircus L. ,어린싹,,
식품원료(A코드),축산물,염소추출액,,Goat meat,Capra hircus L.,어린싹,,
식품원료(A코드),축산물,염소정육,,Goat meat,Capra hircus L. ,,,
식품원료(A코드),축산물,염소지육,,Goat meat,Capra hircus L. ,과육,,
식품원료(A코드),축산물,염소식용부산물,,Goat meat,Capra hircus L. ,,,
식품원료(A코드),축산물,오리,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,-,,
식품원료(A코드),축산물,오리오일,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,-,,
식품원료(A코드),축산물,오리육수,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,-,,
식품원료(A코드),축산물,훈제오리,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,-,,
식품원료(A코드),축산물,오리가슴살,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,전체,,
식품원료(A코드),축산물,오리간,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck foie gras,Anas boschas domestica,지상부,,
식품원료(A코드),축산물,오리고기,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,어린싹,,
식품원료(A코드),축산물,오리근위,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리난황,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Ducks egg,Anas boschas domestica,,,
식품원료(A코드),축산물,오리날개,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리내장,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리다리,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리머리,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,수액,,
식품원료(A코드),축산물,오리목뼈,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,꽃봉오리,,
식품원료(A코드),축산물,오리발,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리뼈,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리사골,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리염통,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,열매의 오일,,
식품원료(A코드),축산물,오리알,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Ducks egg,Anas boschas domestica,,,
식품원료(A코드),축산물,찐오리알,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Ducks egg,Anas boschas domestica,,,
식품원료(A코드),축산물,삶은오리알,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Ducks egg,Anas boschas domestica,,,
식품원료(A코드),축산물,오리정육,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리지방,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리지육,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,과육,,
식품원료(A코드),축산물,오리혀,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리살,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,오리식용부산물,"오리고기, 오리알, 생오리,신선오리,통오리,유황오리",Duck,Anas boschas domestica,,,
식품원료(A코드),축산물,Sterilization milk,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,우유분말,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,우유고형분,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,우유단백,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,우유단백질,,Bovis Lac,,-,,
식품원료(A코드),축산물,우유시럽,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,우유물,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,유지방,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,우유페이스트,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,유단백분말,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,우유단백가수분해물분말,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,유단백가수분해물분말,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,건조우유,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,연유,,"Bovis Lac, condensed milk",Bos taurus,-,,
식품원료(A코드),축산물,농축유단백질,,Bovis Lac,,-,,
식품원료(A코드),축산물,우유농축액,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,유단백농축분말,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,가공유크림분,,Bovis Lac,,-,,
식품원료(A코드),축산물,Cultured milk,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,초유단백분획물,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,우유추출물,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,우유추출농축,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,분리유단백,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,분리유단백분말,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,Whole fat milk powder,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,살균우유,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,가공유지에스테르화유,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,정제우유,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,탈지우유,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,탈지분유분말,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,무지유고형물,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,Degreased milk powder,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,무지유고형분,,Bovis Lac,Bos taurus,-,,
식품원료(A코드),축산물,유지방분말,,Bovis Lac,Bos taurus,,,
식품원료(A코드),축산물,농축유단백,,Bovis Lac,Bos taurus,,,
식품원료(A코드),축산물,칠면조,칠면조고기,Turkey,Meleagris gallopavadomestica ,-,,
