식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,출처명,원산지국코드,수입여부,데이터생성방법명,원산지국명,원산지역명,데이터생성방법코드,데이터생성일자,생산·채취·포획월,데이터기준일자,제공기관코드,제공기관명
R209-027078801-0000,소고기_한우(1+등급)_앞다리_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270788,앞다리,01,생것,100g,200,67.7,19.72,12.37,0.92,0,0,0,3,2.73,165,293,46,6,6,0,0.05,0.211,2.626,0.99,0,65,4.07,0.22,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027078901-0000,소고기_한우(1+등급)_앞다리(꾸리살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270789,앞다리(꾸리살),01,생것,100g,189,70.2,19.04,11.51,0.9,0,0,0,3,2.65,165,282,49,4,4,0,0.06,0.213,2.32,1.16,0,69,3.75,0.19,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027079101-0000,소고기_한우(1+등급)_채끝(채끝살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270791,채끝(채끝살),01,생것,100g,314,56.3,17.92,25.29,0.79,0,0,0,4,1.92,151,252,34,13,13,0,0.043,0.118,2.435,0.85,0,71,8.61,0.52,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027079201-0000,소고기_한우(1+등급)_앞다리(부채살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270792,앞다리(부채살),01,생것,100g,251,63.6,17.42,18.84,0.79,0,0,0,2,2.48,155,265,49,8,8,0,0.042,0.21,1.826,1.09,0,70,5.99,0.34,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027079301-0000,소고기_한우(1+등급)_앞다리(앞다리살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270793,앞다리(앞다리살),01,생것,100g,188,68.6,20.74,10.71,0.97,0,0,0,3,3,173,308,44,5,5,0,0.049,0.222,3.057,0.87,0,63,3.55,0.19,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027081301-0000,소고기_한우(2등급)_설도_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902708,한우(2등급),090270813,설도,01,생것,100g,173,68.5,21.17,8.85,0.97,0,0,0,4,2.89,184,313,52,4,4,0,0.042,0.103,4.616,1.14,0.92,55,2.86,0.17,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027081401-0000,소고기_한우(2등급)_설도(보섭살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902708,한우(2등급),090270814,설도(보섭살),01,생것,100g,168,68.2,21.26,8.33,0.96,0,0,0,4,3.2,180,303,53,4,4,0,0.02,0.108,4.863,1.37,0,60,3.29,0.21,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027081501-0000,소고기_한우(2등급)_설도(설깃살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902708,한우(2등급),090270815,설도(설깃살),01,생것,100g,165,69.4,21.43,7.95,1.01,0,0,0,3,2.78,192,322,51,4,4,0,0.064,0.096,4.97,1.01,2.72,53,2.04,0.12,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027081601-0000,소고기_한우(2등급)_우둔(우둔살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902708,한우(2등급),090270816,우둔(우둔살),01,생것,100g,157,69.9,22.14,6.73,0.93,0,0,0,3,3.08,189,336,48,3,3,0,0.045,0.072,5.028,1.11,1.18,48,2.06,0.12,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027081701-0000,소고기_한우(2등급)_우둔(홍두깨살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902708,한우(2등급),090270817,우둔(홍두깨살),01,생것,100g,138,72.1,22.35,4.69,1.01,0,0,0,3,2.16,198,353,46,4,4,0,0.092,0.106,5.096,1.18,0.55,46,1.64,0.1,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027081801-0000,소고기_한우(2등급)_양지_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902708,한우(2등급),090270818,양지,01,생것,100g,232,63.8,19.37,15.99,0.81,0,0,0,5,2.4,155,277,58,7,7,0,0.069,0.086,3.644,0.97,2.38,51,4.76,0.32,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2020-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027074601-0000,소고기_한우(1+등급)_등심(윗등심살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270746,등심(윗등심살),01,생것,100g,339,54.6,16.98,28.45,0.7,0,0,0,4,2.38,134,237,41,12,12,0,0.043,0.15,2.159,1.07,0,80,9.31,0.55,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027074701-0000,소고기_한우(1+등급)_사태(뒷사태)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270747,사태(뒷사태),01,생것,100g,153,71.5,20.57,7.01,0.92,0,0,0,3,2.82,163,300,56,4,4,0,0.056,0.202,2.761,1.42,0,68,2.21,0.11,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027074801-0000,소고기_한우(1+등급)_사태(뭉치사태)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270748,사태(뭉치사태),01,생것,100g,138,72.6,21.89,4.85,0.99,0,0,0,3,2.89,185,323,48,3,3,0,0.06,0.182,3.078,0.91,0,52,1.38,0.06,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027074901-0000,소고기_한우(1+등급)_사태(상박살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270749,사태(상박살),01,생것,100g,211,66.8,20.12,13.38,0.88,0,0,0,3,2.73,167,273,53,6,6,0,0.05,0.2,2.517,0.93,0,73,4.29,0.23,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027075001-0000,소고기_한우(1+등급)_사태(아롱사태)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270750,사태(아롱사태),01,생것,100g,241,63,20.6,16.38,0.8,0,0,0,4,2.56,159,235,62,5,5,0,0.048,0.169,2.292,0.93,0,79,5.05,0.22,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027075101-0000,소고기_한우(1+등급)_사태(앞사태)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270751,사태(앞사태),01,생것,100g,153,72.9,22.05,6.41,0.93,0,0,0,3,2.63,172,300,57,3,3,0,0.054,0.194,2.656,1.52,0,63,1.88,0.1,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027075201-0000,소고기_한우(1+등급)_설도(도가니살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270752,설도(도가니살),01,생것,100g,171,70.2,20.02,9.18,1,0,0,0,3,2.86,175,309,46,5,5,0,0.049,0.214,2.981,1.07,0,69,3,0.16,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027075301-0000,소고기_한우(1+등급)_설도(삼각살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270753,설도(삼각살),01,생것,100g,211,65.8,19.38,13.74,0.9,0,0,0,3,2.02,179,332,44,9,9,0,0.058,0.136,2.714,0.86,0,64,4.54,0.25,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027075401-0000,소고기_한우(1+등급)_설도(설깃머리살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270754,설도(설깃머리살),01,생것,100g,211,66.4,19.2,13.81,0.89,0,0,0,3,2.75,170,290,42,8,8,0,0.082,0.223,2.814,0.91,0,67,4.29,0.25,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027075501-0000,소고기_한우(1+등급)_앞다리(갈비덧살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270755,앞다리(갈비덧살),01,생것,100g,215,64.6,18.61,14.51,0.88,0,0,0,3,2,137,256,35,9,9,0,0.042,0.167,2.839,1.03,0,63,5.12,0.31,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027075601-0000,소고기_한우(1+등급)_앞다리(부채덮개살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270756,앞다리(부채덮개살),01,생것,100g,161,70.6,20.7,7.85,0.99,0,0,0,3,2.58,171,319,57,4,4,0,0.062,0.194,2.091,1.18,0,57,2.53,0.13,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027075701-0000,소고기_한우(1+등급)_양지(앞치마살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270757,양지(앞치마살),01,생것,100g,297,59.4,17.38,23.81,0.81,0,0,0,2,2.31,161,305,40,13,13,0,0.044,0.124,2.717,1.21,0,70,7.52,0.47,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027075801-0000,소고기_한우(1+등급)_양지(업진안살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270758,양지(업진안살),01,생것,100g,305,59,18.09,24.35,0.82,0,0,0,5,2.44,162,263,45,9,9,0,0.06,0.13,3.195,0.98,0,71,7.87,0.39,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027075901-0000,소고기_한우(1+등급)_양지(차돌박이)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270759,양지(차돌박이),01,생것,100g,484,42.5,11.16,46.45,0.53,0,0,0,5,1.2,94,160,60,16,16,0,0.054,0.076,1.947,0.76,0,105,11.82,0.78,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027076001-0000,소고기_한우(1+등급)_양지(치마살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270760,양지(치마살),01,생것,100g,241,64.4,17.64,17.69,0.84,0,0,0,3,2.46,147,270,44,9,9,0,0.066,0.176,2.165,1.14,0,78,6.03,0.33,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027076101-0000,소고기_한우(1+등급)_양지(치마양지)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270761,양지(치마양지),01,생것,100g,217,66,20.81,13.71,0.92,0,0,0,3,1.71,159,309,51,9,9,0,0.043,0.125,3.282,0.87,0,63,4.23,0.26,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027076201-0000,소고기_한우(1+등급)_우둔_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270762,우둔,01,생것,100g,179,68.4,22.47,8.92,1,0,0,0,2,2.51,184,322,41,5,5,0,0.046,0.168,3.57,0.99,0,61,2.1,0.11,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027071301-0000,소고기_한우(1+등급)_설도_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270713,설도,01,생것,100g,191,68,20.82,10.96,0.97,0,0,0,3,2.69,176,311,44,6,6,0,0.06,0.196,3.01,1.01,0,66,3.35,0.18,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027071401-0000,소고기_한우(1+등급)_설도(보섭살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270714,설도(보섭살),01,생것,100g,179,68.2,21.82,9.21,0.99,0,0,0,3,2.87,181,321,42,4,4,0,0.05,0.208,3.117,0.9,0,65,3.26,0.17,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027071501-0000,소고기_한우(1+등급)_설도(설깃살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270715,설도(설깃살),01,생것,100g,207,67.1,21.5,12.38,0.96,0,0,0,3,2.52,173,307,44,6,6,0,0.07,0.174,3.073,1.11,0,63,3.16,0.18,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027071601-0000,소고기_한우(1+등급)_우둔(우둔살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270716,우둔(우둔살),01,생것,100g,183,67.6,22.68,9.32,0.99,0,0,0,2,2.64,184,316,41,5,5,0,0.043,0.172,3.661,0.99,0,63,2.09,0.11,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027071701-0000,소고기_한우(1+등급)_우둔(홍두깨살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270717,우둔(홍두깨살),01,생것,100g,160,71.4,21.61,7.31,1.03,0,0,0,3,1.99,182,348,41,6,6,0,0.06,0.151,3.197,0.99,0,57,2.17,0.11,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027071801-0000,소고기_한우(1+등급)_양지_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270718,양지,01,생것,100g,273,61.4,17.77,21.09,0.8,0,0,0,3,1.96,146,267,49,10,10,0,0.049,0.132,2.748,0.86,0,73,6.07,0.38,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027071901-0000,소고기_한우(1+등급)_양지(양지머리)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270719,양지(양지머리),01,생것,100g,197,68.1,19.77,12.11,0.93,0,0,0,3,2.4,161,306,52,6,6,0,0.046,0.156,2.909,0.73,0,62,3.59,0.21,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027072001-0000,소고기_한우(1+등급)_양지(업진살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270720,양지(업진살),01,생것,100g,335,56.4,15.09,28.85,0.6,0,0,0,4,1.61,133,208,40,14,14,0,0.052,0.119,2.51,0.9,0,85,8.17,0.55,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027073701-0000,소고기_한우(1+등급)_갈비(꽃갈비)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270737,갈비(꽃갈비),01,생것,100g,391,49.1,14.7,36.43,0.59,0,0,0,4,1.76,135,210,40,15,15,0,0.067,0.114,1.958,0.87,0,85,11.75,0.78,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027073801-0000,소고기_한우(1+등급)_갈비(본갈비)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270738,갈비(본갈비),01,생것,100g,388,51.2,14.69,34.65,0.62,0,0,0,4,2.03,122,196,42,15,15,0,0.053,0.145,1.634,1.05,0,86,11.29,0.67,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027073901-0000,소고기_한우(1+등급)_갈비(안창살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270739,갈비(안창살),01,생것,100g,313,56.4,15.25,26.4,0.75,0,0,0,3,3.25,168,234,42,11,11,0,0.05,0.307,2.321,0.88,0,77,10.94,0.59,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027074001-0000,소고기_한우(1+등급)_갈비(제비추리)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270740,갈비(제비추리),01,생것,100g,187,69.6,21.13,10.45,0.94,0,0,0,4,2.8,181,266,39,3,3,0,0.052,0.189,2.423,0.96,0,65,3.51,0.18,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027074101-0000,소고기_한우(1+등급)_갈비(참갈비)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270741,갈비(참갈비),01,생것,100g,373,52.7,14.82,32.98,0.65,0,0,0,3,1.79,134,226,38,15,15,0,0.066,0.123,2.177,0.92,0,79,9.64,0.66,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027074201-0000,소고기_한우(1+등급)_갈비(토시살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270742,갈비(토시살),01,생것,100g,269,62.5,15.69,21.52,0.76,0,0,0,3,3.38,147,254,42,12,12,0,0.05,0.347,1.966,1.36,0,72,7.79,0.43,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027074301-0000,소고기_한우(1+등급)_등심(꽃등심살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270743,등심(꽃등심살),01,생것,100g,342,54.6,17.1,28.72,0.73,0,0,0,3,2.13,141,256,38,14,14,0,0.042,0.134,2.62,0.87,0,76,9.75,0.59,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027074401-0000,소고기_한우(1+등급)_등심(살치살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270744,등심(살치살),01,생것,100g,351,51.8,13.53,31.28,0.6,0,0,0,3,2.15,130,196,38,18,18,0,0.043,0.162,1.641,0.81,0,87,11.6,0.65,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027074501-0000,소고기_한우(1+등급)_등심(아래등심살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902707,한우(1+등급),090270745,등심(아래등심살),01,생것,100g,297,57.6,18.23,23.34,0.8,0,0,0,3,1.95,154,274,34,14,14,0,0.042,0.117,2.775,0.88,0,69,8.05,0.47,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027065701-0000,소고기_한우(1등급)_양지(앞치마살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270657,양지(앞치마살),01,생것,100g,292,59,18.69,22.65,0.8,0,0,0,4,2.14,161,286,47,10,10,0,0.053,0.156,2.493,0.32,0,63,7.28,0.38,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027065801-0000,소고기_한우(1등급)_양지(업진안살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270658,양지(업진안살),01,생것,100g,269,61.1,17.76,20.62,0.78,0,0,0,5,2.6,164,289,47,7,7,0,0.051,0.151,2.963,0.2,0,68,6.9,0.33,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027065901-0000,소고기_한우(1등급)_양지(차돌박이)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270659,양지(차돌박이),01,생것,100g,408,47.4,16.45,35.94,0.55,0,0,0,7,1.43,106,171,66,9,9,0,0.043,0.113,3.04,0.58,0,90,12.18,0.69,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027066001-0000,소고기_한우(1등급)_양지(치마살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270660,양지(치마살),01,생것,100g,216,64.1,20.43,13.75,0.82,0,0,0,4,2.69,193,300,46,5,5,0,0.055,0.196,1.609,0.33,0,62,4.96,0.32,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027066101-0000,소고기_한우(1등급)_양지(치마양지)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270661,양지(치마양지),01,생것,100g,193,67.5,22.27,10.57,0.97,0,0,0,5,1.87,190,334,65,3,3,0,0.041,0.133,2.226,0.82,0,61,3.51,0.19,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027066201-0000,소고기_한우(1등급)_우둔_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270662,우둔,01,생것,100g,162,69.5,23,6.92,0.98,0,0,0,5,2.58,200,335,50,3,3,0,0.093,0.174,2.992,0.28,0,57,2.88,0.14,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027068101-0000,소고기_한우(1등급)_갈비_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270681,갈비,01,생것,100g,376,52.7,16.78,32.39,0.68,0,0,0,6,2.02,130,215,48,9,9,0,0.07,0.148,2.213,0.41,0,79,10.31,0.61,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027068301-0000,소고기_한우(1등급)_등심_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270683,등심,01,생것,100g,309,56.3,18.6,24.45,0.75,0,0,0,5,2.22,148,253,47,9,9,0,0.06,0.136,1.973,0.65,0,69,9.35,0.48,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027068401-0000,소고기_한우(1등급)_목심(목심살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270684,목심(목심살),01,생것,100g,204,65.9,21.6,12.04,0.9,0,0,0,9,2.64,171,295,61,4,4,0,0.06,0.15,1.821,0.16,0,70,4.23,0.24,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027068501-0000,소고기_한우(1등급)_사태_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270685,사태,01,생것,100g,157,71,23.06,6.39,0.97,0,0,0,6,2.74,184,308,64,2,2,0,0.063,0.186,1.961,0.6,0,62,2.21,0.11,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027068601-0000,소고기_한우(1등급)_살코기_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270686,살코기,01,생것,100g,233,63.3,20.22,15.7,0.87,0,0,0,5,2.42,174,291,53,5,5,0,0.062,0.161,2.185,0.53,0,66,5.6,0.3,0,1,농촌진흥청(국가표준식품성분표),,N,산출,해당없음,해당없음,3,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R209-027068701-0000,소고기_한우(1등급)_안심(안심살)_생것,R,원재료성 식품,2,동물성,09,육류,09027,소고기,0902706,한우(1등급),090270687,안심(안심살),01,생것,100g,205,66.6,19.17,13.14,0.98,0,0,0,5,2.78,197,337,45,5,5,0,0.07,0.215,2.122,0.38,0,58,5.42,0.28,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2016-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
