식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,출처명,원산지국코드,수입여부,데이터생성방법명,원산지국명,원산지역명,데이터생성방법코드,데이터생성일자,생산·채취·포획월,데이터기준일자,제공기관코드,제공기관명
R105-026010058-0000,참깨_검정깨_볶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05026,참깨,0502601,검정깨,050260100,해당없음,58,볶은것,100g,539,3.3,21.28,42.3,5.7,27.42,0,19.3,1316,5.32,828,457,1,2,0,27,0.123,2.201,3.784,0,0,0,6.27,0.05,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2013-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-026020002-0000,참깨_흰깨_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05026,참깨,0502602,흰깨,050260200,해당없음,02,말린것,100g,556,2.4,25.41,45.31,5.11,21.77,0,14.9,750,8.04,584,679,4,2,0,20,0.191,0.707,3.438,0.68,0,0,6.68,0.05,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2013-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-026020058-0000,참깨_흰깨_볶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05026,참깨,0502602,흰깨,050260200,해당없음,58,볶은것,100g,557,2.6,25.96,45.11,4.5,21.83,0,14.1,854,6.39,702,459,2,1,0,13,0.345,2.932,3.747,0,0,0,7.1,0.06,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2013-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-030000002-0000,코코넛_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05030,코코넛,0503000,해당없음,050300000,해당없음,02,말린것,100g,660,3,6.88,64.53,1.94,23.65,7.35,16.3,26,3.32,206,543,37,0,0,0,0.06,0.1,0.603,1.5,0,0,57.22,,0,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,2018-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-030000058-0000,코코넛_볶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05030,코코넛,0503000,해당없음,050300000,해당없음,58,볶은것,100g,592,1,5.3,47,2.3,44.4,,,27,3.39,211,554,37,0,0,,0.061,0.102,0.616,1.5,0,0,41.68,,0,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,2018-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-032000002-0000,피스타치오넛_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05032,피스타치오넛,0503200,해당없음,050320000,해당없음,02,말린것,100g,560,4.4,20.16,45.32,2.99,27.17,7.66,10.6,105,3.92,490,1025,1,25,0,305,0.87,0.16,1.3,5.6,0,0,5.91,0,47,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,2018-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014000002-0000,밤_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501400,해당없음,050140000,해당없음,02,말린것,100g,377,8.4,6.7,4.1,2.2,78.6,,,52,3.3,162,1281,7,,,,0.32,0.38,1.2,,,,,,,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,1974-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014000046-0000,밤_삶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501400,해당없음,050140000,해당없음,46,삶은것,100g,154,60.9,3.45,0.51,1.19,33.95,6.06,5.6,18,0.92,72,413,0,2,0,20,0.232,0.09,1.66,15.98,0,0,0.12,0,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2013-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014000050-0000,밤_구운것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501400,해당없음,050140000,해당없음,50,구운것,100g,206,47.8,4.65,0.68,1.51,45.36,7.75,7.5,17,1.12,92,502,2,4,0,49,0.238,0.119,0.54,0,0,0,0.15,0,15,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2013-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014010001-0000,밤_단택_생것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501401,단택,050140100,해당없음,01,생것,100g,150,61.9,2.7,0.1,1,34.3,,4.6,13,1.2,69,469,1,0,0,3,0.92,0.07,0.5,17,,,,,38,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014010046-0000,밤_단택_삶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501401,단택,050140100,해당없음,46,삶은것,100g,150,61.8,3.2,0.2,1.2,33.6,,,10,1.6,74,508,1,0,0,0,0.46,0.17,0.8,29,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2005-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014010050-0000,밤_단택_구운것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501401,단택,050140100,해당없음,50,구운것,100g,187,51.9,3.8,0.1,1.7,42.5,,7.8,19,1.4,96,584,1,2,0,19,0.9,0.1,0.5,14,,,,,21,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014020001-0000,밤_대보_생것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501402,대보,050140200,해당없음,01,생것,100g,146,62.9,2.9,0.1,0.8,33.3,,3.8,14,1.1,62,413,1,2,0,20,0.83,0.06,0.9,9,,,,,34,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014020046-0000,밤_대보_삶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501402,대보,050140200,해당없음,46,삶은것,100g,155,60.8,3,0.1,0.9,35.2,,5.6,15,1,78,422,1,1,0,13,0.29,0.06,0.9,61,,,,,22,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014020050-0000,밤_대보_구운것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501402,대보,050140200,해당없음,50,구운것,100g,181,53.8,3.6,0.1,1.3,41.2,,6,19,1.2,74,474,1,1,0,15,0.93,0.08,1.1,24,,,,,22,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014030001-0000,밤_옥광_생것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501403,옥광,050140300,해당없음,01,생것,100g,147,62.7,2.9,0.1,0.8,33.5,,5.2,13,0.9,63,409,1,1,0,15,0.91,0.06,0.4,2,,,,,36,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014030046-0000,밤_옥광_삶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501403,옥광,050140300,해당없음,46,삶은것,100g,154,60.7,3.1,0.1,1.1,35,,,12,1.5,72,489,1,0,0,0,0.38,0.13,0.7,30,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2005-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014040001-0000,밤_이평_생것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501404,이평,050140400,해당없음,01,생것,100g,157,60.1,3.5,0.1,0.9,35.4,,4.8,15,1,74,432,2,1,0,13,0.73,0.08,0.5,3,,,,,30,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014040046-0000,밤_이평_삶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501404,이평,050140400,해당없음,46,삶은것,100g,155,60.6,3.7,0.2,1.1,34.4,,,12,1.9,73,548,1,0,0,0,0.3,0.16,0.7,29,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2005-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014060001-0000,밤_축파_생것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501406,축파,050140600,해당없음,01,생것,100g,141,64.2,2.8,0.1,0.8,32.1,,4.2,16,1.1,54,410,1,2,0,18,0.52,0.05,0.8,0,,,,,38,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014060046-0000,밤_축파_삶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501406,축파,050140600,해당없음,46,삶은것,100g,138,65,2.5,0.1,0.8,31.6,,5.2,15,0.9,54,373,1,2,0,18,0.36,0.07,0.8,0,,,,,34,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014060050-0000,밤_축파_구운것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501406,축파,050140600,해당없음,50,구운것,100g,185,52.9,3.5,0.1,1.3,42.2,,6.3,20,1.4,74,490,1,2,0,18,0.62,0.09,1,10,,,,,31,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2011-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-017000002-0000,브라질너트_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05017,브라질너트,0501700,해당없음,050170000,해당없음,02,말린것,100g,659,3.4,14.32,67.1,3.43,11.74,2.33,7.5,160,2.43,725,659,3,0,0,0,0.617,0.035,0.295,0.7,0,0,16.13,,49,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,2018-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-018000002-0000,삼씨(대마씨)_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05018,삼씨(대마씨),0501800,해당없음,050180000,해당없음,02,말린것,100g,450,4.6,29.9,28.3,5.5,31.7,2.3,23,130,13,1100,340,2,2,0,25,0.35,0.19,2.3,0,0,0,2.95,,0,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,2020-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-003000002-0000,도토리 국수_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05003,도토리 국수,0500300,해당없음,050030000,해당없음,02,말린것,100g,343,10.9,12.4,0.7,3.8,72.2,,,86,2.3,123,258,517,0,0,0,0.87,0,3.9,0,,,,,0,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,1977-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-004000000-0000,도토리묵,R,원재료성 식품,1,식물성,05,견과 및 종실류,05004,도토리묵,0500400,해당없음,050040000,해당없음,00,해당없음,100g,47,88.1,0.33,0.11,0.19,11.23,0,,15,0.23,3,12,76,0,0,4,0.047,0,0.06,0,0,0,0.03,0,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2018-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-004000006-0000,도토리묵_분말화한것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05004,도토리묵,0500400,해당없음,050040000,해당없음,06,분말화한것,100g,366,9.7,1.7,1.23,0.3,87.09,0.01,,56,1.19,15,78,5,0,0,6,0.029,0.046,0.305,0,0,0,0.22,0,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2018-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-005000002-0000,들깨_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05005,들깨,0500500,해당없음,050050000,해당없음,02,말린것,100g,530,4.6,22.68,39.74,3.72,29.26,1.46,22,391,7.74,716,583,1,3,0,33,0.353,0.759,2.58,0,0,0,2.94,0.15,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2013-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-005000058-0000,들깨_볶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05005,들깨,0500500,해당없음,050050000,해당없음,58,볶은것,100g,530,0.9,23.59,36.23,3.78,35.53,1.48,22,416,7.5,726,599,5,2,0,29,0.528,0.311,4.363,0,0,0,2.86,0.25,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2017-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-007000002-0000,땅콩_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05007,땅콩,0500700,해당없음,050070000,해당없음,02,말린것,100g,520,10.8,25.74,42.57,2.53,18.36,4.4,13.4,67,3.07,425,746,5,0,0,4,0.389,0.212,10.514,0,0,0,8.04,0.05,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2014-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-007000006-0000,땅콩_분말화한것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05007,땅콩,0500700,해당없음,050070000,해당없음,06,분말화한것,100g,560,1.2,28.43,43.11,2.64,24.62,6.26,12.1,48,2.04,517,879,4,0,0,0,0.765,0.34,3.324,0,0,0,8.34,0.05,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2014-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-007000058-0000,땅콩_볶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05007,땅콩,0500700,해당없음,050070000,해당없음,58,볶은것,100g,567,2.7,28.5,46.24,2.65,19.91,5.18,10.5,67,2.01,476,799,4,0,0,5,0.085,0.207,9.888,0,0,0,8.54,0.06,3,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2014-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-007000090-0000,땅콩_삶은것에 소금을 가한것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05007,땅콩,0500700,해당없음,050070000,해당없음,90,삶은것에 소금을 가한것,100g,318,41.8,13.5,22.01,1.45,21.26,2.47,8.8,55,1.01,198,180,751,0,0,0,0.259,0.063,5.259,0,0,0,3.06,0,0,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,2018-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-007010002-0000,땅콩_검정땅콩_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05007,땅콩,0500701,검정땅콩,050070100,해당없음,02,말린것,100g,574,4,19.3,47.7,2.5,26.5,,,75,0.7,591,816,6,0,0,4,1.83,0.36,4.6,1,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2010-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-007020002-0000,땅콩_대립종_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05007,땅콩,0500702,대립종,050070200,해당없음,02,말린것,100g,571,4.9,26.1,49.1,3,17.1,,,78,2.1,359,904,16,0,0,,0.8,0.13,18.1,0,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,1999-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-007030002-0000,땅콩_소립종_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05007,땅콩,0500703,소립종,050070300,해당없음,02,말린것,100g,564,5.1,22.4,46.3,2,24.2,,,43,3.2,300,616,3,0,0,0,1.54,0.12,15.6,0,,,,,28,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,1993-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-007040002-0000,땅콩_중립종_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05007,땅콩,0500704,중립종,050070400,해당없음,02,말린것,100g,549,5.3,20.3,43,2.3,29.1,,,24,2.8,344,808,2,0,0,0,2.04,0.07,16.5,0,,,,,26,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,1993-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-009000002-0000,때죽_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05009,때죽,0500900,해당없음,050090000,해당없음,02,말린것,100g,551,7.6,13.6,44.7,2.3,31.8,,,9,1.6,135,,,1,0,7,0.16,0.06,2.8,0,,,,,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,1991-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-011000001-0000,마름_생것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05011,마름,0501100,해당없음,050110000,해당없음,01,생것,100g,183,51.8,5.8,0.5,1.3,40.6,1.6,2.9,45,1.1,150,430,5,0,0,,0.42,0.08,1.2,12,0,0,0.06,,50,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,2020-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-013000001-0000,머루씨_생것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05013,머루씨,0501300,해당없음,050130000,해당없음,01,생것,100g,282,33.6,6.3,4.8,1.3,54,,,301,3.7,169,466,3,6,0,67,0.08,0.09,1,8,,,,,,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2006-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-014000001-0000,밤_생것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05014,밤,0501400,해당없음,050140000,해당없음,01,생것,100g,151,61.5,3.28,0.5,1.33,33.39,4.95,5.4,16,0.84,69,439,1,2,0,29,0.082,0.065,1.638,15.98,0,0,0.13,0,27,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2013-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-018080002-0000,팥_붉은팥+아라리_말린것,R,원재료성 식품,1,식물성,04,두류,04018,팥,0401808,붉은팥+아라리,040180800,해당없음,02,말린것,100g,338,13.8,21.59,1.06,4.01,59.5,0.52,18.2,80,5.94,437,1411,10,1,0,8,0.835,0.269,0.893,2.9,0,0,0.26,0.01,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2019-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-018090002-0000,팥_녹색팥+연두채_말린것,R,원재료성 식품,1,식물성,04,두류,04018,팥,0401809,녹색팥+연두채,040180900,해당없음,02,말린것,100g,341,12.8,22.58,1,4.04,59.54,0.28,18.4,71,4.92,489,1258,1,3,0,30,0.786,0.537,0.829,2.16,0,0,0.28,0,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2019-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-018100002-0000,팥_팥+황백+흰구슬_말린것,R,원재료성 식품,1,식물성,04,두류,04018,팥,0401810,황백+흰구슬,040181000,해당없음,02,말린것,100g,348,11.9,21.55,1.44,3.7,61.43,0.39,18.6,61,5.51,466,1208,2,1,0,9,0.844,0.156,0.876,9.67,0,0,0.31,0,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2019-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-018110002-0000,팥_팥+황백+흰나래_말린것,R,원재료성 식품,1,식물성,04,두류,04018,팥,0401811,황백+흰나래,040181100,해당없음,02,말린것,100g,337,14,23.2,0.89,3.6,58.26,0.34,18.1,83,5.7,349,1131,2,0,0,2,0.951,0.144,0.7,1.89,0,0,0.23,0,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2019-04-01,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-020018102-0000,렌즈콩(렌틸콩)_수입산(인도산)_빨간색_말린것,R,원재료성 식품,1,식물성,04,두류,04020,렌즈콩(렌틸콩),0402001,수입산(인도산),040200181,빨간색,02,말린것,100g,368,8.8,23.58,1.73,2.25,63.68,1.94,12.2,33,5.72,349,951,6,1,0,12,0.37,0.141,1.12,0,0,0,0.34,0.01,0,1,농촌진흥청(국가표준식품성분표),356,Y,분석,인도,해당없음,1,2023-05-03,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-020018402-0000,렌즈콩(렌틸콩)_수입산(인도산)_갈색_말린것,R,원재료성 식품,1,식물성,04,두류,04020,렌즈콩(렌틸콩),0402001,수입산(인도산),040200184,갈색,02,말린것,100g,365,9.2,22.64,1.52,2.35,64.3,1.56,14.9,72,7.17,384,943,6,2,0,22,0.306,0.165,1.174,2.19,0,0,0.29,0,0,1,농촌진흥청(국가표준식품성분표),356,Y,분석,인도,해당없음,1,2023-05-03,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-021010002-0000,병아리콩_수입산(인도산)_말린것,R,원재료성 식품,1,식물성,04,두류,04021,병아리콩,0402101,수입산(인도산),040210100,해당없음,02,말린것,100g,377,10.3,17.78,5.67,2.92,63.3,2.55,14.5,130,5.54,385,1112,3,4,0,54,0.049,0.123,1.423,0,0,0,0.89,0.01,0,1,농촌진흥청(국가표준식품성분표),356,Y,분석,인도,해당없음,1,2023-05-03,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-001000083-0000,강낭콩_말린것을 삶은것,R,원재료성 식품,1,식물성,04,두류,04001,강낭콩,0400100,해당없음,040010000,해당없음,83,말린것을 삶은것,100g,169,57.9,10.35,0.93,1.42,29.43,0.75,12.4,57,2.83,265,563,3,7,0,88,0.237,0.055,1.073,0.2,0,0,0.19,0,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2023-05-03,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-020018183-0000,렌즈콩(렌틸콩)_수입산(인도산)_빨간색_말린것을 삶은 것,R,원재료성 식품,1,식물성,04,두류,04020,렌즈콩(렌틸콩),0402001,수입산(인도산),040200181,빨간색,83,말린것을 삶은것,100g,150,63.4,9.79,0.88,0.53,25.39,0.49,6.7,12,2.12,195,224,1,1,0,8,0.182,0.049,0.522,0,0,0,0.13,0,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2023-05-03,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-021010083-0000,병아리콩_수입산(인도산)_말린것을 삶은 것,R,원재료성 식품,1,식물성,04,두류,04021,병아리콩,0402101,수입산(인도산),040210100,해당없음,83,말린것을 삶은것,100g,183,57.3,9.18,3.2,1.04,29.24,0.71,8.8,45,2.58,173,350,0,2,0,24,0.133,0.053,0.406,0,0,0,0.39,0.01,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2023-05-03,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-008000083-0000,완두_말린것을 삶은것,R,원재료성 식품,1,식물성,04,두류,04008,완두,0400800,해당없음,040080000,해당없음,83,말린것을 삶은것,100g,174,57,13.03,1.35,1.58,27.06,2.04,11.9,59,2.99,245,516,3,7,0,84,0.309,0.109,0.778,0.21,0,0,0.22,0,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2023-05-03,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-001000002-0000,개암(헤이즐넛)_말린것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05001,개암(헤이즐넛),0500100,해당없음,050010000,해당없음,02,말린것,100g,628,5.3,14.95,60.75,2.29,16.7,4.34,9.7,114,4.7,290,680,0,1,0,11,0.643,0.113,1.8,6.3,0,0,4.46,,59,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,2018-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-001000058-0000,개암(헤이즐넛)_볶은것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05001,개암(헤이즐넛),0500100,해당없음,050010000,해당없음,58,볶은것,100g,646,2.5,15.03,62.4,2.45,17.6,4.89,9.4,123,4.38,310,755,0,3,0,36,0.338,0.123,2.05,3.8,0,0,4.51,,0,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,2018-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-002000001-0000,도토리_생것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05002,도토리,0500200,해당없음,050020000,해당없음,01,생것,100g,230,44.9,4.4,3,1.1,46.7,,,16,0.6,84,,,1,0,13,0.01,0.06,0.8,9,,,,,40,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,1985-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-002000006-0000,도토리_분말화한것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05002,도토리,0500200,해당없음,050020000,해당없음,06,분말화한것,100g,354,13.8,1.1,1.1,0.3,83.7,,,60,3.3,17,3,2,0,0,0,0.02,0.03,0.2,0,,,,,0,1,농촌진흥청(국가표준식품성분표),,N,수집,해당없음,해당없음,2,1996-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-002010006-0000,도토리_졸참도토리_분말화한것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05002,도토리,0500201,졸참도토리,050020100,해당없음,06,분말화한것,100g,342,14.2,4.6,0.5,1.5,79.2,,,61,2.1,90,787,54,0,0,0,0.25,0.2,3.2,0,,,,,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2005-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R105-002020006-0000,도토리_종가시도토리_분말화한것,R,원재료성 식품,1,식물성,05,견과 및 종실류,05002,도토리,0500202,종가시도토리,050020200,해당없음,06,분말화한것,100g,348,13.9,3.3,1.6,1.7,79.5,,,76,1.7,72,827,3,0,0,0,0.14,0.95,2.6,0,,,,,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2005-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
R104-012050046-0000,콩(대두)_서리태_삶은것,R,원재료성 식품,1,식물성,04,두류,04012,콩(대두),0401205,서리태,040120500,해당없음,46,삶은것,100g,196,58.9,19.02,8.75,1.94,11.39,6.95,9.4,95,2.57,297,672,3,2,0,26,0.165,0.281,0.197,1.73,0,0,1.2,0,0,1,농촌진흥청(국가표준식품성분표),,N,분석,해당없음,해당없음,1,2014-12-31,,2025-02-24,1390803,농촌진흥청 국립식량과학원
